,text,topic,text_split,cos_sim
14,mix cream ice strawberry pour pancake waffle pomegranate muffin recipe frozen grainy lollipop margarita fluffy,"['dessert', 'dessert']","['mix', 'cream', 'ice', 'strawberry', 'pour', 'pancake', 'waffle', 'pomegranate', 'muffin', 'recipe', 'frozen', 'grainy', 'lollipop', 'margarita', 'fluffy']",0.5646232306957245
15,sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola strawberry chewy,['breakfast'],"['sweet', 'delicious', 'bar', 'milk', 'cereal', 'texture', 'nut', 'almond', 'yummy', 'cinnamon', 'oatmeal', 'fill', 'granola', 'strawberry', 'chewy']",0.49185711741447447
16,item candy soup gift rice pasta noodle awesome customer thanks sent christmas service stock contact,['gift'],"['item', 'candy', 'soup', 'gift', 'rice', 'pasta', 'noodle', 'awesome', 'customer', 'thanks', 'sent', 'christmas', 'service', 'stock', 'contact']",0.6996127446492513
17,organic quality expensive leaf pleased loose eye personal certify whether preference club among hunt rat,['luxury'],"['organic', 'quality', 'expensive', 'leaf', 'pleased', 'loose', 'eye', 'personal', 'certify', 'whether', 'preference', 'club', 'among', 'hunt', 'rat']",0.5442079603672028
18,roast dark full bit away long rich half flavorful miss person noodle extremely lover ground,['coffee'],"['roast', 'dark', 'full', 'bit', 'away', 'long', 'rich', 'half', 'flavorful', 'miss', 'person', 'noodle', 'extremely', 'lover', 'ground']",0.5021114190419514
19,right calorie bean low amount fat candy high light content sodium weight lower carbs mango,['healthy snack'],"['right', 'calorie', 'bean', 'low', 'amount', 'fat', 'candy', 'high', 'light', 'content', 'sodium', 'weight', 'low', 'carbs', 'mango']",0.46794623136520386
20,scsi controller interface transfer disk bios feature devices card jumper fast speed setting floppy standard,"['computer hardware', 'computer']","['scsi', 'controller', 'interface', 'transfer', 'disk', 'bios', 'feature', 'device', 'card', 'jumper', 'fast', 'speed', 'set', 'floppy', 'standard']",0.5355852345625559
21,notice believe life show completely face supplement heart fix number common sleep habit doctor leg,['health'],"['notice', 'believe', 'life', 'show', 'completely', 'face', 'supplement', 'heart', 'fix', 'number', 'common', 'sleep', 'habit', 'doctor', 'leg']",0.600146500269572
22,bike speed mile front tire turn wheel road rear brake motorcycle fast left driving vehicle,['motorcycle'],"['bike', 'speed', 'mile', 'front', 'tire', 'turn', 'wheel', 'road', 'rear', 'brake', 'motorcycle', 'fast', 'left', 'drive', 'vehicle']",0.5998326460520427
23,wonderful next thank left salad customer service issue dress goodness back word post introduce spring,"['service', 'service']","['wonderful', 'next', 'thank', 'left', 'salad', 'customer', 'service', 'issue', 'dress', 'goodness', 'back', 'word', 'post', 'introduce', 'spring']",0.7621699194113414
24,father massacre begin russian jayne sport hole joel soldier yassin creed french newspaper erzurum spirit,['war'],"['father', 'massacre', 'begin', 'russian', 'jayne', 'sport', 'hole', 'joel', 'soldier', 'yassin', 'creed', 'french', 'newspaper', 'erzurum', 'spirit']",0.5242439528306325
25,font print character page printer vice cell bitnet blow postscript student beauchaine bobbe code robert,['printing'],"['font', 'print', 'character', 'page', 'printer', 'vice', 'cell', 'bitnet', 'blow', 'postscript', 'student', 'beauchaine', 'bobbe', 'code', 'robert']",0.6953366160392761
26,appreciate info error motherboard anybody advance keyboard graphics access upgrade internet test experience type hardware,['upgrade'],"['appreciate', 'info', 'error', 'motherboard', 'anybody', 'advance', 'keyboard', 'graphic', 'access', 'upgrade', 'internet', 'test', 'experience', 'type', 'hardware']",0.7022351781527202
27,every month week family friend gift two ago lose already weight grow life plant none,['transformation'],"['every', 'month', 'week', 'family', 'friend', 'gift', 'two', 'ago', 'lose', 'already', 'weight', 'grow', 'life', 'plant', 'none']",0.6256980299949646
28,drug money dollar cheap jeff rich average illegal screw crack choice curve spend legal easy,['addiction'],"['drug', 'money', 'dollar', 'cheap', 'jeff', 'rich', 'average', 'illegal', 'screw', 'crack', 'choice', 'curve', 'spend', 'legal', 'easy']",0.5474874814351399
29,two every item several brew deal smooth machine maker pot shop espresso sample french christmas,['coffee'],"['two', 'every', 'item', 'several', 'brew', 'deal', 'smooth', 'machine', 'maker', 'pot', 'shop', 'espresso', 'sample', 'french', 'christmas']",0.5513287862141927
30,chip healthy snack tasty excellent lunch crave healthier fiber salty dip satisfy alternative crunch cheddar,"['snack', 'snack']","['chip', 'healthy', 'snack', 'tasty', 'excellent', 'lunch', 'crave', 'healthier', 'fiber', 'salty', 'dip', 'satisfy', 'alternative', 'crunch', 'cheddar']",0.6300119876861572
31,encryption chip clipper security escrow secure agency technology encrypt privacy enforcement algorithm protect secret crypto,['security'],"['encryption', 'chip', 'clipper', 'security', 'escrow', 'secure', 'agency', 'technology', 'encrypt', 'privacy', 'enforcement', 'algorithm', 'protect', 'secret', 'crypto']",0.7165190815925598
32,child drug care country society party insurance freedom medium germany difference political german social suggest,['society'],"['child', 'drug', 'care', 'country', 'society', 'party', 'insurance', 'freedom', 'medium', 'germany', 'difference', 'political', 'german', 'social', 'suggest']",0.6428405443827311
33,bike mile road front speed tire turn engine motorcycle driving wheel light ford rear honda,['motorcycle'],"['bike', 'mile', 'road', 'front', 'speed', 'tire', 'turn', 'engine', 'motorcycle', 'drive', 'wheel', 'light', 'ford', 'rear', 'honda']",0.6195740898450216
34,disk card scsi driver speed fast apple monitor memory machine controller port chip mode board,['computer hardware'],"['disk', 'card', 'scsi', 'driver', 'speed', 'fast', 'apple', 'monitor', 'memory', 'machine', 'controller', 'port', 'chip', 'mode', 'board']",0.5330511530240377
35,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre mountain army,['conflict'],"['turkish', 'muslim', 'turk', 'greek', 'turkey', 'armenia', 'history', 'genoc', 'russian', 'soviet', 'today', 'islamic', 'massacre', 'mountain', 'army']",0.5065494120121002
36,unit link display font type input cross output allocation error surrender banks intellect xterm gordon,"['interface', 'interface']","['unit', 'link', 'display', 'font', 'type', 'input', 'cross', 'output', 'allocation', 'error', 'surrender', 'bank', 'intellect', 'xterm', 'gordon']",0.7414768258730571
37,vanilla french aroma k-cup medium hint matcha bitterness creamer burnt caribou press wolfgang match subtle,['coffee'],"['vanilla', 'french', 'aroma', 'kcup', 'medium', 'hint', 'matcha', 'bitterness', 'creamer', 'burnt', 'caribou', 'press', 'wolfgang', 'match', 'subtle']",0.5337189634641012
38,chip blend roast com favorite www http href dark keurig k-cups brew bold rich pod,['coffee'],"['chip', 'blend', 'roast', 'com', 'favorite', 'www', 'http', 'href', 'dark', 'keurig', 'kcups', 'brew', 'bold', 'rich', 'pod']",0.5427795827388764
39,nist ground water internet distribution contact cooling ncsl tower circuit connect address machine security email,['infrastructure'],"['nist', 'ground', 'water', 'internet', 'distribution', 'contact', 'cool', 'ncsl', 'tower', 'circuit', 'connect', 'address', 'machine', 'security', 'email']",0.6791380445162455
40,islamic muslim ohio kent sandvik cheer islam apple newton upenn magnus tube activity rice private,['education'],"['islamic', 'muslim', 'ohio', 'kent', 'sandvik', 'cheer', 'islam', 'apple', 'newton', 'upenn', 'magnus', 'tube', 'activity', 'rice', 'private']",0.5290132641792298
41,green vitamin mountain form teaspoon nutritional grass mineral hemp calcium smoothy spaghetti organic yeah smoothie,['smoothie'],"['green', 'vitamin', 'mountain', 'form', 'teaspoon', 'nutritional', 'grass', 'mineral', 'hemp', 'calcium', 'smoothy', 'spaghetti', 'organic', 'yeah', 'smoothie']",0.6141108612219492
42,disk scsi controller port card floppy speed fast board mode interface bios transfer serial boot,"['computer hardware', 'computer']","['disk', 'scsi', 'controller', 'port', 'card', 'floppy', 'speed', 'fast', 'board', 'mode', 'interface', 'bios', 'transfer', 'serial', 'boot']",0.518589566151301
43,weapon fire kill crime child firearm carry police cause woman death bill criminal member city,['violence'],"['weapon', 'fire', 'kill', 'crime', 'child', 'firearm', 'carry', 'police', 'cause', 'woman', 'death', 'bill', 'criminal', 'member', 'city']",0.5891586641470591
44,price bike phone sell email company offer cost sale send money looking distribution technology cheap,['commerce'],"['price', 'bike', 'phone', 'sell', 'email', 'company', 'offer', 'cost', 'sale', 'send', 'money', 'look', 'distribution', 'technology', 'cheap']",0.6494222084681193
45,crime criminal kill death self murder public commit defense knife child cause indiv firearm violent,['violence'],"['crime', 'criminal', 'kill', 'death', 'self', 'murder', 'public', 'commit', 'defense', 'knife', 'child', 'cause', 'indiv', 'firearm', 'violent']",0.6233464042345683
46,price phone bike email sell internet technology company offer cost send sale distribution radio network,['technology'],"['price', 'phone', 'bike', 'email', 'sell', 'internet', 'technology', 'company', 'offer', 'cost', 'send', 'sale', 'distribution', 'radio', 'network']",0.6672979334990183
47,disk scsi speed controller fast port card mode chip floppy board switch modem standard interface,"['computer hardware', 'computer']","['disk', 'scsi', 'speed', 'controller', 'fast', 'port', 'card', 'mode', 'chip', 'floppy', 'board', 'switch', 'modem', 'standard', 'interface']",0.5451982776323955
48,perfect easy shipping fast con quick delivery seller ering pro though tad reach reasonably meal,"['shipping', 'shipping']","['perfect', 'easy', 'shipping', 'fast', 'con', 'quick', 'delivery', 'seller', 'ering', 'pro', 'though', 'tad', 'reach', 'reasonably', 'meal']",0.629324609041214
49,butter peanut apple orange aware jelly poor grape choke formula risk belly possibly watch and<br,['fruit'],"['butter', 'peanut', 'apple', 'orange', 'aware', 'jelly', 'poor', 'grape', 'choke', 'formula', 'risk', 'belly', 'possibly', 'watch', 'andbr']",0.5330684959888459
50,request militia amendment bear arms constitution shall send mailing address regulate organize expo free sentence,['right'],"['request', 'militia', 'amendment', 'bear', 'arm', 'constitution', 'shall', 'send', 'mail', 'address', 'regulate', 'organize', 'expo', 'free', 'sentence']",0.7179500778516134
51,local grocery home deliver half ask realize trip shelf door brought picked reorder shopping across,['grocery shopping'],"['local', 'grocery', 'home', 'deliver', 'half', 'ask', 'realize', 'trip', 'shelf', 'door', 'brought', 'picked', 'reorder', 'shopping', 'across']",0.3967096964518229
52,research center nasa april medical health national report cancer virginia washington page institute volume among,['research'],"['research', 'center', 'nasa', 'april', 'medical', 'health', 'national', 'report', 'cancer', 'virginia', 'washington', 'page', 'institute', 'volume', 'among']",0.6317111353079478
53,splenda sugar sucralose canin maltodextrin bottle chicken royal duck diabetic lose granulate safer packet new,"['sweetener', 'sweetener']","['splenda', 'sugar', 'sucralose', 'canin', 'maltodextrin', 'bottle', 'chicken', 'royal', 'duck', 'diabetic', 'lose', 'granulate', 'safer', 'packet', 'new']",0.5579896628856659
54,candy soup gift rice pasta noodle item thanks awesome customer service christmas contact tuna hol,['gift'],"['candy', 'soup', 'gift', 'rice', 'pasta', 'noodle', 'item', 'thanks', 'awesome', 'customer', 'service', 'christmas', 'contact', 'tuna', 'hol']",0.678232729434967
55,size baby quickly daughter thanks work night start month since formula pump move old child,"['parent', 'parent']","['size', 'baby', 'quickly', 'daughter', 'thanks', 'work', 'night', 'start', 'month', 'since', 'formula', 'pump', 'move', 'old', 'child']",0.5711663683255513
56,stuff coconut far health tell difference cannot benefit believe please pure realize horrible many face,['health'],"['stuff', 'coconut', 'far', 'health', 'tell', 'difference', 'can not', 'benefit', 'believe', 'please', 'pure', 'realize', 'horrible', 'many', 'face']",0.5897159735361736
57,hockey player season goal league leaf playoff flyer division penalty wings shot next draft pittsburgh,['hockey'],"['hockey', 'player', 'season', 'goal', 'league', 'leaf', 'playoff', 'flyer', 'division', 'penalty', 'wing', 'shot', 'next', 'draft', 'pittsburgh']",0.47529402176539104
58,drug dollar jeff curious curve fantasy money result crack extra spend choice split perhaps rich,['obsession'],"['drug', 'dollar', 'jeff', 'curious', 'curve', 'fantasy', 'money', 'result', 'crack', 'extra', 'spend', 'choice', 'split', 'perhaps', 'rich']",0.6498424609502157
59,drug country nazi german anti society party germany insurance political freedom care free hitler social,"['germany', 'germany']","['drug', 'country', 'nazi', 'german', 'anti', 'society', 'party', 'germany', 'insurance', 'political', 'freedom', 'care', 'free', 'hitler', 'social']",0.5542622705300649
60,syrup artificial sweetener high chemical sweeten splenda sometimes maple stevia natural agave corn extract fructose,"['sweetener', 'sweetener']","['syrup', 'artificial', 'sweetener', 'high', 'chemical', 'sweeten', 'splenda', 'sometimes', 'maple', 'stevia', 'natural', 'agave', 'corn', 'extract', 'fructose']",0.6329688390096029
61,brew bitter bold yet starbucks decaf instant drinker weak smooth brewing via mocha peppermint magic,"['coffee', 'coffee']","['brew', 'bitter', 'bold', 'yet', 'starbucks', 'decaf', 'instant', 'drinker', 'weak', 'smooth', 'brewing', 'via', 'mocha', 'peppermint', 'magic']",0.575355859597524
62,green protein powder meal vitamin mixed soy fiber body daily shake source contains prov splenda,['protein'],"['green', 'protein', 'powder', 'meal', 'vitamin', 'mixed', 'soy', 'fiber', 'body', 'daily', 'shake', 'source', 'contains', 'prov', 'splenda']",0.5958571314811707
63,font print printer character bitnet page postscript blow vice type paper text cell printing adobe,['printing'],"['font', 'print', 'printer', 'character', 'bitnet', 'page', 'postscript', 'blow', 'vice', 'type', 'paper', 'text', 'cell', 'printing', 'adobe']",0.7508826851844788
64,disk scsi speed card fast controller port chip board modem driver floppy cable upgrade switch,['upgrade'],"['disk', 'scsi', 'speed', 'card', 'fast', 'controller', 'port', 'chip', 'board', 'modem', 'driver', 'floppy', 'cable', 'upgrade', 'switch']",0.7236856579780578
65,ingredient corn chicken gluten feed meat pet grain wheat vet syrup diet allergy wellness liver,['animal care'],"['ingredient', 'corn', 'chicken', 'gluten', 'feed', 'meat', 'pet', 'grain', 'wheat', 'vet', 'syrup', 'diet', 'allergy', 'wellness', 'liver']",0.446247802178065
66,think right calorie bean low fat candy amount high content sodium lower carbs sour plan,['healthy snack'],"['think', 'right', 'calorie', 'bean', 'low', 'fat', 'candy', 'amount', 'high', 'content', 'sodium', 'low', 'carbs', 'sour', 'plan']",0.44677021304766334
67,stup live maybe somebody stuff helmet mouse andy folks remember getting guess else carry pretty,['adventure'],"['stup', 'live', 'maybe', 'somebody', 'stuff', 'helmet', 'mouse', 'andy', 'folk', 'remember', 'get', 'guess', 'else', 'carry', 'pretty']",0.634228769938151
68,sweet delicious bar milk cereal texture nut yummy almond fill cinnamon oatmeal definitely granola strawberry,['granola'],"['sweet', 'delicious', 'bar', 'milk', 'cereal', 'texture', 'nut', 'yummy', 'almond', 'fill', 'cinnamon', 'oatmeal', 'definitely', 'granola', 'strawberry']",0.6516902128855387
69,sauce spicy noodle heat kick chili restaurant lime pepper hot wasabi asian bbq ramen salsa,"['heat', 'heat']","['sauce', 'spicy', 'noodle', 'heat', 'kick', 'chili', 'restaurant', 'lime', 'pepper', 'hot', 'wasabi', 'asian', 'bbq', 'ramen', 'salsa']",0.6242298622926076
70,printer quality print byte laser component digital design lower electronics higher stuff network push cartr,['printer'],"['printer', 'quality', 'print', 'byte', 'laser', 'component', 'digital', 'design', 'low', 'electronics', 'high', 'stuff', 'network', 'push', 'cartr']",0.6338289638360342
71,bar sweet crunchy granola yogurt crunch cereal snack raisin flake combination almond texture cranberry nutritious,['granola'],"['bar', 'sweet', 'crunchy', 'granola', 'yogurt', 'crunch', 'cereal', 'snack', 'raisin', 'flake', 'combination', 'almond', 'texture', 'cranberry', 'nutritious']",0.6654136061668396
72,drug jeff thomas rich average curious money dollar curve fantasy crack result reliable split extra,['opportunity'],"['drug', 'jeff', 'thomas', 'rich', 'average', 'curious', 'money', 'dollar', 'curve', 'fantasy', 'crack', 'result', 'reliable', 'split', 'extra']",0.6596606651941935
73,period pittsburgh player boston detroit chicago third louis lemieux score toronto dave scorer division murray,['hockey'],"['period', 'pittsburgh', 'player', 'boston', 'detroit', 'chicago', 'third', 'louis', 'lemieux', 'score', 'toronto', 'dave', 'scorer', 'division', 'murray']",0.46980178157488506
74,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre islam mountain,['genocide'],"['turkish', 'muslim', 'turk', 'greek', 'turkey', 'armenia', 'history', 'genoc', 'russian', 'soviet', 'today', 'islamic', 'massacre', 'islam', 'mountain']",0.46605122486750283
75,sauce spicy apple pepper noodle heat kick chili hot restaurant lime tomato wasabi bland bbq,"['heat', 'heat']","['sauce', 'spicy', 'apple', 'pepper', 'noodle', 'heat', 'kick', 'chili', 'hot', 'restaurant', 'lime', 'tomato', 'wasabi', 'bland', 'bbq']",0.6110026915868123
76,israel israeli arab kill human attack land peace stop palestinian judge murder civilian death killing,['conflict'],"['israel', 'israeli', 'arab', 'kill', 'human', 'attack', 'land', 'peace', 'stop', 'palestinian', 'judge', 'murder', 'civilian', 'death', 'kill']",0.5539982279141744
77,kill child weapon crime fire firearm woman drug death carry police criminal city bill court,['violence'],"['kill', 'child', 'weapon', 'crime', 'fire', 'firearm', 'woman', 'drug', 'death', 'carry', 'police', 'criminal', 'city', 'bill', 'court']",0.599335370461146
78,religion atheist belief religious atheism faith christianity existence strong universe theist become follow convert statement,['faith'],"['religion', 'atheist', 'belief', 'religious', 'atheism', 'faith', 'christianity', 'existence', 'strong', 'universe', 'theist', 'become', 'follow', 'convert', 'statement']",0.6631810347239177
79,brew bitter bold starbucks decaf instant drinker weak via smooth mocha strong peppermint yet ground,"['coffee', 'coffee']","['brew', 'bitter', 'bold', 'starbucks', 'decaf', 'instant', 'drinker', 'weak', 'via', 'smooth', 'mocha', 'strong', 'peppermint', 'yet', 'ground']",0.560280191898346
80,religion atheist belief argument atheism religious existence ence statement faith cause universe sense therefore wrong,['atheism'],"['religion', 'atheist', 'belief', 'argument', 'atheism', 'religious', 'existence', 'ence', 'statement', 'faith', 'cause', 'universe', 'sense', 'therefore', 'wrong']",0.6060307800769806
81,sauce rice meal cook noodle dish soy dinner cooked thick brown sprinkle restaurant cooking simple,['cooking'],"['sauce', 'rice', 'meal', 'cook', 'noodle', 'dish', 'soy', 'dinner', 'cooked', 'thick', 'brown', 'sprinkle', 'restaurant', 'cooking', 'simple']",0.6722564001878103
82,thor vice jake informatik fail steve print bony george libertarian hamburg employer steveh replace cell,['tech'],"['thor', 'vice', 'jake', 'informatik', 'fail', 'steve', 'print', 'bony', 'george', 'libertarian', 'hamburg', 'employer', 'steveh', 'replace', 'cell']",0.6532518426577251
83,disk card scsi driver speed apple memory monitor fast machine controller port mode chip board,['computer hardware'],"['disk', 'card', 'scsi', 'driver', 'speed', 'apple', 'memory', 'monitor', 'fast', 'machine', 'controller', 'port', 'mode', 'chip', 'board']",0.5330511530240377
84,country land germany happy german care money waste health europe proposal company race european spend,"['economy', 'economy']","['country', 'land', 'germany', 'happy', 'german', 'care', 'money', 'waste', 'health', 'europe', 'proposal', 'company', 'race', 'european', 'spend']",0.532779061794281
85,bottle glass lemon plastic prov mint peach sparkle mio tip squirt tap grab iced electrolyte,['drink'],"['bottle', 'glass', 'lemon', 'plastic', 'prov', 'mint', 'peach', 'sparkle', 'mio', 'tip', 'squirt', 'tap', 'grab', 'iced', 'electrolyte']",0.7152475277582805
86,butter peanut apple orange jelly aware grape poor choke formula belly risk watch fact transition,['nutrition'],"['butter', 'peanut', 'apple', 'orange', 'jelly', 'aware', 'grape', 'poor', 'choke', 'formula', 'belly', 'risk', 'watch', 'fact', 'transition']",0.5161576926708221
87,hair clear heard thick wash scent shampoo conditioner oily manufacturer shiny scalp head apply shower,['hair'],"['hair', 'clear', 'heard', 'thick', 'wash', 'scent', 'shampoo', 'conditioner', 'oily', 'manufacturer', 'shiny', 'scalp', 'head', 'apply', 'shower']",0.6894986550013225
88,rice meal ginger content contain picky sprinkle dinner eater label cooked thai fairly serve snap,['thai food'],"['rice', 'meal', 'ginger', 'content', 'contain', 'picky', 'sprinkle', 'dinner', 'eater', 'label', 'cooked', 'thai', 'fairly', 'serve', 'snap']",0.5036215563615163
89,package item receive rice fresh soup absolutely disappointed white fast anyone wrong noodle awesome return,['disappointment'],"['package', 'item', 'receive', 'rice', 'fresh', 'soup', 'absolutely', 'disappointed', 'white', 'fast', 'anyone', 'wrong', 'noodle', 'awesome', 'return']",0.5485480388005575
90,code function text null cipher reference crypt char error muslim random cryptography define character gregg,['cryptography'],"['code', 'function', 'text', 'null', 'cipher', 'reference', 'crypt', 'char', 'error', 'muslim', 'random', 'cryptography', 'define', 'character', 'gregg']",0.5052618662516276
91,israel medium israeli west bank palestinian joke suck bias arab report territory palestine east jerusalem,['conflict'],"['israel', 'medium', 'israeli', 'west', 'bank', 'palestinian', 'joke', 'suck', 'bias', 'arab', 'report', 'territory', 'palestine', 'east', 'jerusalem']",0.5400351107120513
92,syrup artificial sweetener high sometimes chemical sweeten splenda stevia maple corn agave natural extract fructose,"['sweetener', 'sweetener']","['syrup', 'artificial', 'sweetener', 'high', 'sometimes', 'chemical', 'sweeten', 'splenda', 'stevia', 'maple', 'corn', 'agave', 'natural', 'extract', 'fructose']",0.6329688390096029
93,magnesium diamond oil blue bowel rda body olive blood energy tolerance source nutrient allowance dietary,['health'],"['magnesium', 'diamond', 'oil', 'blue', 'bowel', 'rda', 'body', 'olive', 'blood', 'energy', 'tolerance', 'source', 'nutrient', 'allowance', 'dietary']",0.5772106647491455
94,nazi party proof muslim hitler ticket faith publish ence dead found history quote islam resurrection,['extremism'],"['nazi', 'party', 'proof', 'muslim', 'hitler', 'ticket', 'faith', 'publish', 'ence', 'dead', 'found', 'history', 'quote', 'islam', 'resurrection']",0.5009418268998463
95,bar granola nut almond oat cluster omega- cereal yogurt chia snack flax flaxseed sweet shiitake,"['breakfast', 'breakfast']","['bar', 'granola', 'nut', 'almond', 'oat', 'cluster', 'omega', 'cereal', 'yogurt', 'chia', 'snack', 'flax', 'flaxseed', 'sweet', 'shiitake']",0.4846648693084717
96,bike engine front mile speed tire road turn motorcycle light wheel driving model ford left,['motorcycle'],"['bike', 'engine', 'front', 'mile', 'speed', 'tire', 'road', 'turn', 'motorcycle', 'light', 'wheel', 'drive', 'model', 'ford', 'left']",0.596217010418574
97,green protein powder vitamin con body fiber mixed soy normal daily source contains prov shake,['protein'],"['green', 'protein', 'powder', 'vitamin', 'con', 'body', 'fiber', 'mixed', 'soy', 'normal', 'daily', 'source', 'contains', 'prov', 'shake']",0.5842854817708333
98,year two every size old last month start long week several keep baby friend three,"['parent', 'parent']","['year', 'two', 'every', 'size', 'old', 'last', 'month', 'start', 'long', 'week', 'several', 'keep', 'baby', 'friend', 'three']",0.5615150332450867
99,atheist religion atheism religious command faith boot switch prof everything following symposium send cycle message,"['atheism', 'atheism']","['atheist', 'religion', 'atheism', 'religious', 'command', 'faith', 'boot', 'switch', 'prof', 'everything', 'follow', 'symposium', 'send', 'cycle', 'message']",0.5786916315555573
100,jeff curve phil scott curious dollar choice rich free integra money create spend bound corp,['opportunity'],"['jeff', 'curve', 'phil', 'scott', 'curious', 'dollar', 'choice', 'rich', 'free', 'integra', 'money', 'create', 'spend', 'bound', 'corp']",0.68455970287323
101,period pittsburgh player chicago louis scorer third detroit hartford boston shot lemieux dave division hall,['hockey'],"['period', 'pittsburgh', 'player', 'chicago', 'louis', 'scorer', 'third', 'detroit', 'hartford', 'boston', 'shot', 'lemieux', 'dave', 'division', 'hall']",0.46822155714035035
102,card driver memory simms cards crash gateway battery backup diamond tower tape accelerator boot color,['compute'],"['card', 'driver', 'memory', 'simms', 'card', 'crash', 'gateway', 'battery', 'backup', 'diamond', 'tower', 'tape', 'accelerator', 'boot', 'color']",0.6919053236643473
103,absolutely fast white rice service noodle terrible customer grain process satisfied super delivery disappointed experience,['food'],"['absolutely', 'fast', 'white', 'rice', 'service', 'noodle', 'terrible', 'customer', 'grain', 'process', 'satisfied', 'super', 'delivery', 'disappointed', 'experience']",0.5122499128182729
104,woman city home left building apartment mother father room door neighbor azerbaijani live later sumgait,"['home', 'home']","['woman', 'city', 'home', 'left', 'building', 'apartment', 'mother', 'father', 'room', 'door', 'neighbor', 'azerbaijani', 'live', 'later', 'sumgait']",0.6385859449704488
105,weapon kill fire child crime firearm woman carry police death bill criminal cause city doctor,['violence'],"['weapon', 'kill', 'fire', 'child', 'crime', 'firearm', 'woman', 'carry', 'police', 'death', 'bill', 'criminal', 'cause', 'city', 'doctor']",0.5835952977339427
106,dog treat training liver greenies ball dog's pup puppy beneful teeth owner reward beagle pet,['dog training'],"['dog', 'treat', 'training', 'liver', 'greenies', 'ball', 'dog', 'pup', 'puppy', 'beneful', 'teeth', 'owner', 'reward', 'beagle', 'pet']",0.47185113628705344
