,text,topic,text_split,cos_sim
23,drug court legal police illegal laws charge property hate federal francisco lawyer anti civil angeles,['justice'],"['drug', 'court', 'legal', 'police', 'illegal', 'law', 'charge', 'property', 'hate', 'federal', 'francisco', 'lawyer', 'anti', 'civil', 'angeles']",0.6232740600903829
24,player european canadian food north league diet compass seizure canada major rauser hockey dyer corn,['sport'],"['player', 'european', 'canadian', 'food', 'north', 'league', 'diet', 'compass', 'seizure', 'canada', 'major', 'rauser', 'hockey', 'dyer', 'corn']",0.5126416703065236
25,country nazi germany german land europe money party european happy political spend race waste history,['germany'],"['country', 'nazi', 'germany', 'german', 'land', 'europe', 'money', 'party', 'european', 'happy', 'political', 'spend', 'race', 'waste', 'history']",0.5694789489110311
26,care mark marriage poor child couple live deserve free together services deliver choose parent health,['care'],"['care', 'mark', 'marriage', 'poor', 'child', 'couple', 'live', 'deserve', 'free', 'together', 'service', 'deliver', 'choose', 'parent', 'health']",0.7163307825724284
27,doctor disease cause treatment patient medicine cand symptom yeast effects body medical infection vitamin study,['medical'],"['doctor', 'disease', 'cause', 'treatment', 'patient', 'medicine', 'cand', 'symptom', 'yeast', 'effect', 'body', 'medical', 'infection', 'vitamin', 'study']",0.6688305020332337
28,player season hockey league goal baseball leaf score division playoff period pittsburgh shot boston toronto,['sport'],"['player', 'season', 'hockey', 'league', 'goal', 'baseball', 'leaf', 'score', 'division', 'playoff', 'period', 'pittsburgh', 'shot', 'boston', 'toronto']",0.5639620741208394
29,favorite oil ever popcorn spice pop season cooking olive salad cocoa chai top black garlic,['flavor'],"['favorite', 'oil', 'ever', 'popcorn', 'spice', 'pop', 'season', 'cooking', 'olive', 'salad', 'cocoa', 'chai', 'top', 'black', 'garlic']",0.6268055319786072
30,south george island secret military ship british jake employer bony nuclear rockefeller york naval plan,['island'],"['south', 'george', 'island', 'secret', 'military', 'ship', 'british', 'jake', 'employer', 'bony', 'nuclear', 'rockefeller', 'york', 'naval', 'plan']",0.6421842137972514
31,crime death rate laws paul freedom black homic defense white study majority rates minority handgun,['crime'],"['crime', 'death', 'rate', 'law', 'paul', 'freedom', 'black', 'homic', 'defense', 'white', 'study', 'majority', 'rate', 'minority', 'handgun']",0.4753062605857849
32,chicken meat vegetable purchasing hazelnut test filler we're ingredient steak vegetarian by-product grill duck gloria,['food'],"['chicken', 'meat', 'vegetable', 'purchasing', 'hazelnut', 'test', 'filler', 'be', 'ingredient', 'steak', 'vegetarian', 'byproduct', 'grill', 'duck', 'gloria']",0.5485919952392578
33,morning breakfast indiv wrap convenient portion control ual afternoon ually deep enjoy lunch every worry,['healthy'],"['morning', 'breakfast', 'indiv', 'wrap', 'convenient', 'portion', 'control', 'ual', 'afternoon', 'ually', 'deep', 'enjoy', 'lunch', 'every', 'worry']",0.5062251309553782
34,sweet delicious bar milk cereal texture nut fruit definitely perfect yummy almond cinnamon fill oatmeal,['dessert'],"['sweet', 'delicious', 'bar', 'milk', 'cereal', 'texture', 'nut', 'fruit', 'definitely', 'perfect', 'yummy', 'almond', 'cinnamon', 'fill', 'oatmeal']",0.5809827764829
35,year two size old last month every start week since baby several long ago three,['baby'],"['year', 'two', 'size', 'old', 'last', 'month', 'every', 'start', 'week', 'since', 'baby', 'several', 'long', 'ago', 'three']",0.6598731021086375
36,health medical report among increase cancer april national child disease center newsletter volume page fnal,['health'],"['health', 'medical', 'report', 'among', 'increase', 'cancer', 'april', 'national', 'child', 'disease', 'center', 'newsletter', 'volume', 'page', 'fnal']",0.5893266896406809
37,disk scsi card speed fast controller driver port chip board modem sound machine floppy cable,['hardware'],"['disk', 'scsi', 'card', 'speed', 'fast', 'controller', 'driver', 'port', 'chip', 'board', 'modem', 'sound', 'machine', 'floppy', 'cable']",0.6823865294456481
38,paul rate study homic risk worship sabbath rates handgun matt vancouver crime seattle death likely,['crime'],"['paul', 'rate', 'study', 'homic', 'risk', 'worship', 'sabbath', 'rate', 'handgun', 'matt', 'vancouver', 'crime', 'seattle', 'death', 'likely']",0.4557531277338664
39,bible church christ faith matthew father word scripture truth lord belief heaven holy spirit authority,['spirituality'],"['bible', 'church', 'christ', 'faith', 'matthew', 'father', 'word', 'scripture', 'truth', 'lord', 'belief', 'heaven', 'holy', 'spirit', 'authority']",0.636068065961202
40,pet vet feed ingredient wellness corn chicken liver meat diet filler science kibble kitten fructose,['nutrition'],"['pet', 'vet', 'feed', 'ingredient', 'wellness', 'corn', 'chicken', 'liver', 'meat', 'diet', 'filler', 'science', 'kibble', 'kitten', 'fructose']",0.5590165913105011
41,weapon crime firearm bill laws public criminal defense court handgun police vote federal carry washington,['gun control'],"['weapon', 'crime', 'firearm', 'bill', 'law', 'public', 'criminal', 'defense', 'court', 'handgun', 'police', 'vote', 'federal', 'carry', 'washington']",0.546084984143575
42,stuff coconut cream ice tell cannot told pure wow everyday face bpa jelly pomegranate absolute,['natural'],"['stuff', 'coconut', 'cream', 'ice', 'tell', 'can not', 'told', 'pure', 'wow', 'everyday', 'face', 'bpa', 'jelly', 'pomegranate', 'absolute']",0.606958532333374
43,mouse helmet police jason ticket face shooting auto weapon knife revolver rates semi criminal handgun,['crime'],"['mouse', 'helmet', 'police', 'jason', 'ticket', 'face', 'shoot', 'auto', 'weapon', 'knife', 'revolver', 'rate', 'semi', 'criminal', 'handgun']",0.4828162411848704
44,by-product cat meat tassimo unit ingredient pad real poop friskies temperature harvest chicken keurig breeze,['convenience'],"['byproduct', 'cat', 'meat', 'tassimo', 'unit', 'ingredient', 'pad', 'real', 'poop', 'friskies', 'temperature', 'harvest', 'chicken', 'keurig', 'breeze']",0.5174440721670787
45,ground wire connect panel outlet wiring circuit neutral electrical math cable screw duke swap plastic,['electrical wiring'],"['ground', 'wire', 'connect', 'panel', 'outlet', 'wiring', 'circuit', 'neutral', 'electrical', 'math', 'cable', 'screw', 'duke', 'swap', 'plastic']",0.5494474569956461
46,oil ever popcorn spice jar pop season cooking olive salad cook top christmas sprinkle microwave,['cooking'],"['oil', 'ever', 'popcorn', 'spice', 'jar', 'pop', 'season', 'cooking', 'olive', 'salad', 'cook', 'top', 'christmas', 'sprinkle', 'microwave']",0.5892332514127095
47,feed change diet vet formula wellness crazy eats switch pet whatever kibble science kitten fed,['nutrition'],"['feed', 'change', 'diet', 'vet', 'formula', 'wellness', 'crazy', 'eats', 'switch', 'pet', 'whatever', 'kibble', 'science', 'kitten', 'fed']",0.54696630636851
48,window display application server screen color motif manager function client resource image code create event,['display'],"['window', 'display', 'application', 'server', 'screen', 'color', 'motif', 'manager', 'function', 'client', 'resource', 'image', 'code', 'create', 'event']",0.8289745648701986
49,morning breakfast indiv convenient wrap portion control ual afternoon ually worry deep early since wake,['healthy'],"['morning', 'breakfast', 'indiv', 'convenient', 'wrap', 'portion', 'control', 'ual', 'afternoon', 'ually', 'worry', 'deep', 'early', 'since', 'wake']",0.5024688025315602
50,hockey player goal penalty league flyer mouse shot pick scott playoff series move pass city,['hockey'],"['hockey', 'player', 'goal', 'penalty', 'league', 'flyer', 'mouse', 'shot', 'pick', 'scott', 'playoff', 'series', 'move', 'pas', 'city']",0.4783357044061025
51,player land adam average brave playing season alomar league catcher lopez baseball agree pitching hitter,['baseball'],"['player', 'land', 'adam', 'average', 'brave', 'play', 'season', 'alomar', 'league', 'catcher', 'lopez', 'baseball', 'agree', 'pitch', 'hitter']",0.4912033269802729
52,without help anyone super body oatmeal skin recently okay fall gas face pure mom daily,['healthy'],"['without', 'help', 'anyone', 'super', 'body', 'oatmeal', 'skin', 'recently', 'okay', 'fall', 'gas', 'face', 'pure', 'mom', 'daily']",0.4888105750083923
53,cheese bread bake follow homemade spread slice spoon toast direction fry sandwich usual mustard oven,['bread'],"['cheese', 'bread', 'bake', 'follow', 'homemade', 'spread', 'slice', 'spoon', 'toast', 'direction', 'fry', 'sandwich', 'usual', 'mustard', 'oven']",0.7000060359636943
54,cooky cookie mouth raspberry thin brownie fudge xylitol oreo creme package gooey pan think soft,['dessert'],"['cooky', 'cookie', 'mouth', 'raspberry', 'thin', 'brownie', 'fudge', 'xylitol', 'oreo', 'creme', 'package', 'gooey', 'pan', 'think', 'soft']",0.5546979129314422
55,rice meal bowl ginger content picky label dinner contain sprinkle brown eater fairly cooked thai,['thai rice bowl'],"['rice', 'meal', 'bowl', 'ginger', 'content', 'picky', 'label', 'dinner', 'contain', 'sprinkle', 'brown', 'eater', 'fairly', 'cooked', 'thai']",0.42766427199045814
56,nasa orbit earth satellite moon mission lunar shuttle spacecraft solar mars planetary flight astronomy telescope,['space exploration'],"['nasa', 'orbit', 'earth', 'satellite', 'moon', 'mission', 'lunar', 'shuttle', 'spacecraft', 'solar', 'mar', 'planetary', 'flight', 'astronomy', 'telescope']",0.6272109349568685
57,cooky cookie mouth raspberry thin brownie fudge xylitol oreo creme gooey pan think package soft,['dessert'],"['cooky', 'cookie', 'mouth', 'raspberry', 'thin', 'brownie', 'fudge', 'xylitol', 'oreo', 'creme', 'gooey', 'pan', 'think', 'package', 'soft']",0.5546979129314422
58,crime criminal kill death self murder commit public defense knife child indiv violent firearm carry,['violence'],"['crime', 'criminal', 'kill', 'death', 'self', 'murder', 'commit', 'public', 'defense', 'knife', 'child', 'indiv', 'violent', 'firearm', 'carry']",0.6213234404722849
59,bpa water g<br glutamate msg monosodium mio glutamic electrolyte coconut zico free hydrolyze essentia gatorade,['drink'],"['bpa', 'water', 'gbr', 'glutamate', 'msg', 'monosodium', 'mio', 'glutamic', 'electrolyte', 'coconut', 'zico', 'free', 'hydrolyze', 'essentia', 'gatorade']",0.6559944788614909
60,price sell cheap shipping purchase dealer deal selling sale model phone cost offer company money,['commerce'],"['price', 'sell', 'cheap', 'shipping', 'purchase', 'dealer', 'deal', 'sell', 'sale', 'model', 'phone', 'cost', 'offer', 'company', 'money']",0.684805421034495
61,several deal smooth brew machine maker french pot shop sample espresso two drinker anymore every,['coffee'],"['several', 'deal', 'smooth', 'brew', 'machine', 'maker', 'french', 'pot', 'shop', 'sample', 'espresso', 'two', 'drinker', 'anymore', 'every']",0.5668395419915517
62,chip star potato salty corn veggie reason vinegar kettle rating think whole addictive garden still,['snack'],"['chip', 'star', 'potato', 'salty', 'corn', 'veggie', 'reason', 'vinegar', 'kettle', 'rating', 'think', 'whole', 'addictive', 'garden', 'still']",0.5358483155568441
63,natural list contains raw berry book usa herb gross site ingredient root report aloe question,['nature'],"['natural', 'list', 'contains', 'raw', 'berry', 'book', 'usa', 'herb', 'gross', 'site', 'ingredient', 'root', 'report', 'aloe', 'question']",0.6015609065691631
64,south george island secret military ship british employer jake york nuclear bony rockefeller naval plan,['island'],"['south', 'george', 'island', 'secret', 'military', 'ship', 'british', 'employer', 'jake', 'york', 'nuclear', 'bony', 'rockefeller', 'naval', 'plan']",0.6421842217445374
65,food disease medical doctor health patient cause study treatment cancer blood pain report medicine cand,['health'],"['food', 'disease', 'medical', 'doctor', 'health', 'patient', 'cause', 'study', 'treatment', 'cancer', 'blood', 'pain', 'report', 'medicine', 'cand']",0.621685391664505
66,bible church christ faith matthew word father scripture truth belief lord heaven holy spirit authority,['religion'],"['bible', 'church', 'christ', 'faith', 'matthew', 'word', 'father', 'scripture', 'truth', 'belief', 'lord', 'heaven', 'holy', 'spirit', 'authority']",0.6019193013509114
67,nice salt hard color cracker big smaller bite dish hit kind broken shape sea vinegar,['snack'],"['nice', 'salt', 'hard', 'color', 'cracker', 'big', 'small', 'bite', 'dish', 'hit', 'kind', 'broken', 'shape', 'sea', 'vinegar']",0.5375641842683156
68,drug cheap dollar jeff bunch average rich screw crack curve reliable curious silly alcohol production,['addiction'],"['drug', 'cheap', 'dollar', 'jeff', 'bunch', 'average', 'rich', 'screw', 'crack', 'curve', 'reliable', 'curious', 'silly', 'alcohol', 'production']",0.561761059363683
69,water marc tower heat nuclear internet cool plant cold ripem cooling energy nist temperature needle,['cool'],"['water', 'marc', 'tower', 'heat', 'nuclear', 'internet', 'cool', 'plant', 'cold', 'ripem', 'cool', 'energy', 'nist', 'temperature', 'needle']",0.5900290906429291
70,kit g<br wine sat heart mg<br chip fat drinkable saturday sit total sodium joke call,['saturday'],"['kit', 'gbr', 'wine', 'sat', 'heart', 'mgbr', 'chip', 'fat', 'drinkable', 'saturday', 'sit', 'total', 'sodium', 'joke', 'call']",0.36962269445260365
71,calorie low fat protein fiber weight serve sodium gram high per carbs diet nutrition carb,['diet'],"['calorie', 'low', 'fat', 'protein', 'fiber', 'weight', 'serve', 'sodium', 'gram', 'high', 'per', 'carbs', 'diet', 'nutrition', 'carb']",0.6096403102080027
72,sweet enjoy right candy amount quick cold refresh sweetness summer mango plain beverage ant way,['summer'],"['sweet', 'enjoy', 'right', 'candy', 'amount', 'quick', 'cold', 'refresh', 'sweetness', 'summer', 'mango', 'plain', 'beverage', 'ant', 'way']",0.4828573445479075
73,encryption chip clipper security escrow secure phone algorithm technology encrypt agency privacy public enforcement protect,['security'],"['encryption', 'chip', 'clipper', 'security', 'escrow', 'secure', 'phone', 'algorithm', 'technology', 'encrypt', 'agency', 'privacy', 'public', 'enforcement', 'protect']",0.7245360374450683
74,encryption chip clipper security escrow phone secure algorithm technology encrypt agency privacy public enforcement protect,['security'],"['encryption', 'chip', 'clipper', 'security', 'escrow', 'phone', 'secure', 'algorithm', 'technology', 'encrypt', 'agency', 'privacy', 'public', 'enforcement', 'protect']",0.7245360374450683
75,nasa radar command detector antenna ball baalke loss surface vnews kelvin spacecraft april atmosphere galileo,['space exploration'],"['nasa', 'radar', 'command', 'detector', 'antenna', 'ball', 'baalke', 'loss', 'surface', 'vnews', 'kelvin', 'spacecraft', 'april', 'atmosphere', 'galileo']",0.4330503006776174
76,land israel drug israeli country arab kill attack care money million company cause insurance jewish,['israel'],"['land', 'israel', 'drug', 'israeli', 'country', 'arab', 'kill', 'attack', 'care', 'money', 'million', 'company', 'cause', 'insurance', 'jewish']",0.592129647731781
77,ground wire circuit panel connect outlet wiring math electrical neutral cable duke swap current subject,['electrical'],"['ground', 'wire', 'circuit', 'panel', 'connect', 'outlet', 'wiring', 'math', 'electrical', 'neutral', 'cable', 'duke', 'swap', 'current', 'subject']",0.6739076256752015
78,hair clear heard thick wash scent shampoo conditioner oily manufacturer shiny scalp head apply shower,['groom'],"['hair', 'clear', 'heard', 'thick', 'wash', 'scent', 'shampoo', 'conditioner', 'oily', 'manufacturer', 'shiny', 'scalp', 'head', 'apply', 'shower']",0.5617823004722595
79,ingredient honey list label special contain contains prov raw test process splenda site china tree,['sweetener'],"['ingredient', 'honey', 'list', 'label', 'special', 'contain', 'contains', 'prov', 'raw', 'test', 'process', 'splenda', 'site', 'china', 'tree']",0.5443431893984477
80,company available care awesome search sent licorice send contact email since business call affordable amazon's,['amazon'],"['company', 'available', 'care', 'awesome', 'search', 'sent', 'licorice', 'send', 'contact', 'email', 'since', 'business', 'call', 'affordable', 'amazon']",0.5789624412854513
81,protein fat coconut fiber sodium gram carbs splenda calorie msg bpa ant grape antiox g<br,['nutrition'],"['protein', 'fat', 'coconut', 'fiber', 'sodium', 'gram', 'carbs', 'splenda', 'calorie', 'msg', 'bpa', 'ant', 'grape', 'antiox', 'gbr']",0.5132385889689127
82,window display screen color manager event create colors draw pixel visual mask icon colormap size,['visualization'],"['window', 'display', 'screen', 'color', 'manager', 'event', 'create', 'color', 'draw', 'pixel', 'visual', 'mask', 'icon', 'colormap', 'size']",0.7626311818758646
83,display application server motif window screen resource mouse manager running xterm memory error subject converter,['application'],"['display', 'application', 'server', 'motif', 'window', 'screen', 'resource', 'mouse', 'manager', 'run', 'xterm', 'memory', 'error', 'subject', 'converter']",0.7374525944391886
84,bought local grocery cost cheaper able buying carry deliver live run plant stop shelf trip,['shopping'],"['bought', 'local', 'grocery', 'cost', 'cheaper', 'able', 'buying', 'carry', 'deliver', 'live', 'run', 'plant', 'stop', 'shelf', 'trip']",0.5743452449639638
85,love hell quote feel brian stup evil sorry learn choose accept death fear live context,['love'],"['love', 'hell', 'quote', 'feel', 'brian', 'stup', 'evil', 'sorry', 'learn', 'choose', 'accept', 'death', 'fear', 'live', 'context']",0.6060128470261892
86,doctor disease patient treatment cand cause treat test yeast medicine blood medical symptom body ence,['medical'],"['doctor', 'disease', 'patient', 'treatment', 'cand', 'cause', 'treat', 'test', 'yeast', 'medicine', 'blood', 'medical', 'symptom', 'body', 'ence']",0.6688001811504364
87,science holland cult compass study tempest investigation methodology nixon psychology department star left colostate scientific,['science'],"['science', 'holland', 'cult', 'compass', 'study', 'tempest', 'investigation', 'methodology', 'nixon', 'psychology', 'department', 'star', 'left', 'colostate', 'scientific']",0.6129503309726715
88,code function message reference algorithm text method random cipher null crypt attack ripem cryptography length,['cryptography'],"['code', 'function', 'message', 'reference', 'algorithm', 'text', 'method', 'random', 'cipher', 'null', 'crypt', 'attack', 'ripem', 'cryptography', 'length']",0.509511403242747
89,orbit earth mission nasa shuttle satellite lunar moon probe mars solar launch planet planetary telescope,['space exploration'],"['orbit', 'earth', 'mission', 'nasa', 'shuttle', 'satellite', 'lunar', 'moon', 'probe', 'mar', 'solar', 'launch', 'planet', 'planetary', 'telescope']",0.6013323624928792
90,sauce cheese recipe bread spicy cook season cake salad egg bake chicken flour chili tomato,['recipe'],"['sauce', 'cheese', 'recipe', 'bread', 'spicy', 'cook', 'season', 'cake', 'salad', 'egg', 'bake', 'chicken', 'flour', 'chili', 'tomato']",0.6805356423060099
91,bike speed mile turn front tire road motorcycle wheel driving rear brake fast honda left,['motorcycle'],"['bike', 'speed', 'mile', 'turn', 'front', 'tire', 'road', 'motorcycle', 'wheel', 'drive', 'rear', 'brake', 'fast', 'honda', 'left']",0.6057359556357066
92,country land germany german nazi money happy europe waste european race spend canadian care political,['europe'],"['country', 'land', 'germany', 'german', 'nazi', 'money', 'happy', 'europe', 'waste', 'european', 'race', 'spend', 'canadian', 'care', 'political']",0.5828040301799774
93,green sauce protein powder vitamin mixed soy shake contains fiber matcha form nutrition teaspoon prov,['healthy drink'],"['green', 'sauce', 'protein', 'powder', 'vitamin', 'mixed', 'soy', 'shake', 'contains', 'fiber', 'matcha', 'form', 'nutrition', 'teaspoon', 'prov']",0.469359823067983
94,free cooky butter peanut gluten cookie gum original sale melt vegan reasonable bake prime walmart,['bakery'],"['free', 'cooky', 'butter', 'peanut', 'gluten', 'cookie', 'gum', 'original', 'sale', 'melt', 'vegan', 'reasonable', 'bake', 'prime', 'walmart']",0.5660252531369527
95,tank medium ticket hitler buffalo ncsu fire limbaugh dean brad nazi black electric white irvine,['politics'],"['tank', 'medium', 'ticket', 'hitler', 'buffalo', 'ncsu', 'fire', 'limbaugh', 'dean', 'brad', 'nazi', 'black', 'electric', 'white', 'irvine']",0.42529122829437255
96,israel israeli arab peace civilian lebanese kill lebanon palestinian human village occupy soldier jewish attack,['conflict'],"['israel', 'israeli', 'arab', 'peace', 'civilian', 'lebanese', 'kill', 'lebanon', 'palestinian', 'human', 'village', 'occupy', 'soldier', 'jewish', 'attack']",0.5206188261508942
97,encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm protect enforcement public,['security'],"['encryption', 'chip', 'clipper', 'security', 'phone', 'secure', 'escrow', 'privacy', 'technology', 'encrypt', 'agency', 'algorithm', 'protect', 'enforcement', 'public']",0.7245360334714254
98,local grocery home half deliver ask realize shelf trip door brought picked across reorder shopping,['convenience'],"['local', 'grocery', 'home', 'half', 'deliver', 'ask', 'realize', 'shelf', 'trip', 'door', 'brought', 'picked', 'across', 'reorder', 'shopping']",0.5780479570229848
99,sauce regular serve per save hot bit red spicy pepper ounce subscribe option heat chili,['spicy'],"['sauce', 'regular', 'serve', 'per', 'save', 'hot', 'bit', 'red', 'spicy', 'pepper', 'ounce', 'subscribe', 'option', 'heat', 'chili']",0.6336045821507772
100,israel land adam lebanese peace attack pitching arab catcher lopez agree lebanon staff brave average,['peace'],"['israel', 'land', 'adam', 'lebanese', 'peace', 'attack', 'pitch', 'arab', 'catcher', 'lopez', 'agree', 'lebanon', 'staff', 'brave', 'average']",0.5461498777071635
101,popcorn baby jerky daughter son picky pill formula puppy training he's mom eater eats feed,['snack'],"['popcorn', 'baby', 'jerky', 'daughter', 'son', 'picky', 'pill', 'formula', 'puppy', 'training', 'he', 'mom', 'eater', 'eats', 'feed']",0.548982044061025
102,militia request arms amendment bear send address constitution regulate shall organize free text sentence infringe,['gun control'],"['militia', 'request', 'arm', 'amendment', 'bear', 'send', 'address', 'constitution', 'regulate', 'shall', 'organize', 'free', 'text', 'sentence', 'infringe']",0.45349294940630597
103,scsi monitor gainey nick keyboard attack timer sound military colors controller price apple always week,['computer'],"['scsi', 'monitor', 'gainey', 'nick', 'keyboard', 'attack', 'timer', 'sound', 'military', 'color', 'controller', 'price', 'apple', 'always', 'week']",0.5423441092173259
104,bit extra cream three bold ice type second tiny remember two single people honestly require,['sweetness'],"['bit', 'extra', 'cream', 'three', 'bold', 'ice', 'type', 'second', 'tiny', 'remember', 'two', 'single', 'people', 'honestly', 'require']",0.6166378060976664
105,dark full roast away rich flavorful extremely long double drinker steep magic drank half odd,['coffee'],"['dark', 'full', 'roast', 'away', 'rich', 'flavorful', 'extremely', 'long', 'double', 'drinker', 'steep', 'magic', 'drank', 'half', 'odd']",0.49149017333984374
106,ingredient color corn allergy stevia puppy source research filler main pet human yellow meal allergic,['food'],"['ingredient', 'color', 'corn', 'allergy', 'stevia', 'puppy', 'source', 'research', 'filler', 'main', 'pet', 'human', 'yellow', 'meal', 'allergic']",0.5233753204345704
