,text,topic,true_topic,cos_sim,cos_sim_class
51,player land adam average brave playing season alomar league catcher lopez baseball agree pitching hitter,['baseball'],['baseball'],0.9999998807907104,VH
56,nasa orbit earth satellite moon mission lunar shuttle spacecraft solar mars planetary flight astronomy telescope,[' space exploration'],"['space program', 'space research', 'astronomy', 'orbit']",0.8475325256586075,VH
58,crime criminal kill death self murder commit public defense knife child indiv violent firearm carry,['violence'],"['crime', 'crime', 'murder and law', 'crime']",0.7398927360773087,H
60,price sell cheap shipping purchase dealer deal selling sale model phone cost offer company money,['commerce'],"['business', 'price', 'sell', 'shopping']",0.7274024486541748,H
64,south george island secret military ship british employer jake york nuclear bony rockefeller naval plan,['island'],"['history', 'naval force']",0.6092394292354584,H
65,food disease medical doctor health patient cause study treatment cancer blood pain report medicine cand,['health'],"['medicine', 'medical', 'health']",0.8093524773915609,VH
66,bible church christ faith matthew word father scripture truth belief lord heaven holy spirit authority,['religion'],"['religion', 'christianity', 'christian', 'christianism']",0.7776141315698624,H
68,drug cheap dollar jeff bunch average rich screw crack curve reliable curious silly alcohol production,['addiction'],['drug addiction'],0.7722073793411255,H
69,water marc tower heat nuclear internet cool plant cold ripem cooling energy nist temperature needle,['cooling'],"['science', 'water', 'climate', 'nuclear']",0.6355245634913445,H
73,encryption chip clipper security escrow secure phone algorithm technology encrypt agency privacy public enforcement protect,['security'],"['cyber security', 'computer', 'security encrypt', 'security']",0.7487253397703171,H
74,encryption chip clipper security escrow phone secure algorithm technology encrypt agency privacy public enforcement protect,['security'],"['technology', 'cybersecurity', 'protection', 'security', 'safety', 'cell']",0.7860725820064545,H
75,nasa radar command detector antenna ball baalke loss surface vnews kelvin spacecraft april atmosphere galileo,['space exploration'],"['space', 'nasa']",0.8629623055458069,VH
76,land israel drug israeli country arab kill attack care money million company cause insurance jewish,['israel'],"['israel', 'war', 'drug']",0.6355668107668558,H
77,ground wire circuit panel connect outlet wiring math electrical neutral cable duke swap current subject,[' electrical'],"['electricity and wiring', 'electricity', 'electrical']",0.9342470169067383,VH
82,window display screen color manager event create colors draw pixel visual mask icon colormap size,['visualization'],"['display', 'resolutionscomputersdesign', 'design']",0.7637793223063151,H
83,display application server motif window screen resource mouse manager running xterm memory error subject converter,['application'],"['application', 'application server', 'app program', 'computer', 'computer', 'computer operation', 'computer component', 'screen', 'computer', 'memory', 'server', 'mobile', 'technology', 'application', 'not respond', 'tech', 'computer application', 'electronic', 'computer system', 'desktop']",0.6769461780786514,H
85,love hell quote feel brian stup evil sorry learn choose accept death fear live context,['love'],['quote'],0.6235941648483276,H
86,doctor disease patient treatment cand cause treat test yeast medicine blood medical symptom body ence,['medical'],"['medicine', 'disease', 'illness', 'medical', 'health']",0.7760334730148315,H
87,science holland cult compass study tempest investigation methodology nixon psychology department star left colostate scientific,['science'],"['science', 'research']",0.9021670818328857,VH
88,code function message reference algorithm text method random cipher null crypt attack ripem cryptography length,['cryptography'],"['cod', 'algorithm', 'maasage code', 'code']",0.5119706392288208,M
89,orbit earth mission nasa shuttle satellite lunar moon probe mars solar launch planet planetary telescope,['space exploration'],"['space exploration', 'outer space', 'space science', 'nasa', 'space']",0.91612309217453,VH
91,bike speed mile turn front tire road motorcycle wheel driving rear brake fast honda left,['motorcycle'],"['bike drive', 'motorcycle', 'speed']",0.8137357831001282,VH
92,country land germany german nazi money happy europe waste european race spend canadian care political,['europe'],"['europe', 'country']",0.8171241283416748,VH
95,tank medium ticket hitler buffalo ncsu fire limbaugh dean brad nazi black electric white irvine,['politics'],['city'],0.534960150718689,M
96,israel israeli arab peace civilian lebanese kill lebanon palestinian human village occupy soldier jewish attack,['conflict'],"['middle east', 'israel attack', 'civil war', 'war', 'israeli jewish attack', 'middle east crisis', 'nationality', 'israeli', 'village', 'war incident', 'israel war', 'peace', 'war']",0.5948990835593297,M
97,encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm protect enforcement public,['security'],"['encryption phone security', 'security', 'secure']",0.7994765639305115,H
100,israel land adam lebanese peace attack pitching arab catcher lopez agree lebanon staff brave average,['peace'],['israel'],0.45503464341163635,M
102,militia request arms amendment bear send address constitution regulate shall organize free text sentence infringe,['gun control'],"['amendment', 'break the law']",0.48543670773506165,M
103,scsi monitor gainey nick keyboard attack timer sound military colors controller price apple always week,['computer'],['computer'],1.0,VH
107,turkish turk genoc soviet turkey armenia nazi today german russian ottoman captain serdar serve argic,['genocide'],"['nationality', 'country']",0.4216430187225342,M
108,graphics info image package appreciate format unix site email advance comp directory user code keyboard,['technology'],"['technology', 'computer']",0.8485349118709564,VH
109,religion belief atheist atheism existence christianity faith ence cannot universe truth religious argument accept strong,['belief'],"['believe', 'religion']",0.8110527992248535,VH
111,price phone bike email sell internet technology company offer cost send sale distribution radio network,['commerce'],"['internet commerce', 'marketing']",0.6937131285667419,H
112,window display server application image memory screen color driver user apple running monitor mouse graphics,['graphics'],"['nature', 'monitor', 'computer', 'computer']",0.7036481499671936,H
113,belief atheist ence atheism faith existence religion universe religious prove theist strong assume assumption nothing,['belief'],"['atheism', 'religion']",0.6388292908668518,H
116,pres homosexual cramer administration working russian secretary russia official sandvik sexual house private community money,['politics'],"['scandal', 'pres']",0.4930088669061661,M
117,function text code muslim islam reference islamic null cipher publish character crypt author gregg public,['cryptography'],['islam'],0.378333181142807,M
119,disk memory tape floppy boot error swap backup apple upgrade instal access cache install running,['storage'],"['memory', 'technology']",0.6369235813617706,H
120,entry launch remark rule satellite european build contest player test francis given author canadian cipher,['competition'],['space race'],0.2419087141752243,L
121,paul homic laws crime worship rate sabbath study risk handgun rates death vancouver seattle black,['crime'],['war'],0.6364480257034302,H
123,scsi controller interface transfer bios disk devices jumper card feature fast standard speed setting chip,['scsi'],['device'],0.7228468656539917,H
124,looking battery advance friend uiuc sell fine craig running month nice email junk grade date,['advance'],['email'],0.45450282096862793,M
125,encryption chip clipper security privacy phone public secure escrow algorithm encrypt agency secret technology protect,['security'],['cyber'],0.6142787933349609,H
127,saturn liar nasa wrong canon moral natural lunatic crazy away price morality dealer bible fool,['deception'],['morality'],0.5010718107223511,M
128,card driver memory simms cards crash gateway battery backup diamond tower tape accelerator boot color,['storage'],"['electronic assessories', 'driver']",0.609468400478363,H
131,weapon firearm carry police license handgun safety semi auto automatic revolver officer section bill rifle,['weapon'],"['firearm', 'gun and police', 'millitary', 'weapon law law enforcement', 'indivisual armament', 'weapon', 'license', 'weapon', 'police weapon', 'security', 'weapon', 'safety', 'gun policy', 'police officer']",0.7296808660030365,H
133,player season hockey league baseball goal division period pittsburgh pick leaf next boston mike chicago,['sports'],"['hockey', 'sport', 'sport']",0.7699585060278574,H
134,radio switch signal input audio helmet output level circuit local channel receiver noise relay voltage,['communication'],"['telecommunication', 'radio', 'sound system']",0.7606441378593445,H
136,discussion vote newsgroup uiuc misc electric irvine angry others creation brent stove topic suggest mike,['discussion'],['election'],0.6469577550888062,H
137,company treat bell positive larc negative worry patient recent lyme current carl complaint strength reaction,['company'],['medicine'],0.5096532106399536,M
138,bike speed mile turn front tire road engine motorcycle wheel fast driving rear honda simms,['motorcycle'],"['drive', 'motorcycle', 'bike', 'race']",0.7641746252775192,H
139,drug jeff thomas rich curious average money curve dollar fantasy crack result reliable split extra,['crack'],"['rich man', 'drug']",0.49499452114105225,M
140,ford asking sensor homosexuality proof faith ohio wife homosexual belief daughter times woman oxygen boeing,['sexuality'],['religion'],0.5650190711021423,M
141,israel attack bony jake center bill occupy child york force fail south weapon police jimmy,['conflict'],['war'],0.8412318229675293,VH
142,scsi controller fast interface transfer bios speed card jumper disk feature standard devices mode pope,['scsi'],['computer component'],0.5051652789115906,M
143,israeli jewish israel arab policy peace research center citizen strip authorities intelligence gaza east subject,['israel-palestine conflict'],"['israeli secret service', 'israel']",0.7204440534114838,H
145,trade berkeley prince division tyre care company business stop rick email seattle compile forsale become,['commerce'],['berkeley'],0.4755546748638153,M
146,ground wire outlet wiring panel electrical neutral circuit connect current cable conductor subject hook usually,['electrical'],"['ground', 'technology', 'wire', 'wiring', 'electric wiring', 'electricity', 'electricity', 'electric', 'electric wire', 'electric engineering']",0.8362383902072906,VH
147,pres administration official russian congress press secretary russia working package house continue talk senator money,[' diplomacy'],"['politics', 'press']",0.6186164319515228,H
148,bible religion turkish church belief truth argument faith christ atheist greek human ence word muslim,['religion'],"['religion', 'religion', 'bible religion']",0.9185903668403625,VH
149,turkish turk greek turkey armenia nazi genoc soviet history german today azeri russian henrik escape,['turkey'],"['country', 'nationality']",0.4815679043531418,M
150,insurance texas company public student supply carry private maria motorola indiana require coverage hospital danny,['insurance'],['engineering'],0.6077762842178345,H
151,image graphics user format package motif code unix server library application object send tool comp,['graphics'],"['design', 'internet', 'graphic']",0.7605214715003967,H
154,mine option uunet station cramer clayton optilink consent oracle relations module sexual orientation homosexual pyram,['technology'],['sexuality'],0.6430714726448059,H
158,crime firearm weapon defense criminal court federal police handgun bill vote assault public laws citizen,['gun control'],"['police', 'gun crime', 'crime']",0.6123520533243815,H
159,window image display server graphics application code user screen color motif mouse package format function,['gui'],"['technological terminology terminology', 'technology', 'computer']",0.6600875854492188,H
161,period pittsburgh player division baseball louis detroit chicago dave third score home shot jack scorer,['baseball'],['sport'],0.413960337638855,M
164,wire ground outlet circuit wiring excellent voltage risc panel instruction offer neutral electrical condition shipping,['electrical'],"['wiring', 'technic']",0.825465202331543,VH
166,apple mouse robert processor fast move speed slow clock week pretty microsoft music chicago jason,['technology'],"['computer', 'computer', 'microsoft device']",0.6595653096834818,H
167,steve thor libertarian vice steveh benefit hendricks blow smith cell beauchaine bobbe uucp fail regulation,['regulation'],['libertarian'],0.6673765778541565,H
171,turkish turk genoc turkey soviet armenia russian muslim today nazi ottoman serve population serdar argic,['genocide'],['nation'],0.4490635395050049,M
174,window display screen color server application manager client event resource create default visual error running,['display'],"['computer', 'compute', 'computer', 'class tenology']",0.6670294255018234,H
175,bible christ lord faith scripture heaven father teach save spirit mary love matthew shall earth,['religion'],"['church', 'christian belief', 'bible', 'christianism']",0.6845889985561371,H
178,price sell shipping cheap purchase dealer selling deal sale phone plus sales package company cost,['commerce'],"['business', 'sell', 'price', 'sale of phone', 'deal', 'sell product', 'ecommerce', 'good', 'retail', 'phone deal', 'deal', 'sell order', 'deal sale', 'sale', 'trading', 'shop', 'trade', 'commerce', 'online shop', 'online shopping', 'company', 'shopping', 'e order', 'shopping', 'sell', 'commerce', 'shop', 'purchasing', 'sell', 'sale', 'sale industry', 'phone sale', 'price shell', 'sell shopping', 'shipping', 'business']",0.7120247665378783,H
179,japanese weaver music motorcycle onur yalcin denizen letter flame technology resume member taking receive colorado,['technology'],['weaver'],0.6779056191444397,H
183,newsreader command dealer loss saturn ford sales arizona deal signature deep cycle ering price light,['news'],['remember'],0.6922950744628906,H
185,country land germany german happy money care waste europe proposal european race health company spend,['economy'],"['land', 'money']",0.6448774039745331,H
187,engine detector radar lock model foot station rocket rock exhaust pound break injury pressure record,['vehicle safety'],['air defence'],0.5133912563323975,M
188,israel israeli encryption public country drug security arab pres clipper policy attack chip clinton administration,['israel'],"['politics', 'organization', 'israeli occupation']",0.5909508168697357,M
192,home woman left city days wife mother building apartment father room live turn throw night,['home'],['house'],0.7639645338058472,H
193,south island ship secret military rutgers british nuclear newspaper kaldis rockefeller naval easter plan installation,['espionage'],['army'],0.39475783705711365,M
195,image graphics user package unix directory anonymous format keyboard comp site library server contact tool,['graphics'],"['computer', 'photography', 'hardware', 'graphic', 'software', 'design']",0.7566807270050049,H
196,pres homosexual cramer administration working clinton house russian official community secretary sandvik sexual clayton private,['politics'],"['gender', 'homosexual']",0.3995410352945328,M
197,black white pick straight homosexual male rose sexual harris weaver johnson cooper partner hulman gold,['sexuality'],['sexual'],0.8608621954917908,VH
198,send address email news request internet message copy usenet receive militia mailing newsgroup discussion free,['communication'],"['communication', 'send email', 'email']",0.703695555528005,H
199,drug libertarian dollar curve choice result fantasy curious reading spend theory mark rational crack free,['liberty'],['libertarian'],0.6992713212966919,H
200,country germany land german nazi money happy europe european waste race spend political canadian party,['europe'],"['country', 'germany', 'nazi']",0.6113484899202982,H
204,card driver memory simms cards crash gateway battery backup diamond tower accelerator tape boot color,['computer hardware'],['card'],0.5334874391555786,M
205,controller scsi disk card bios interface feature jumper speed floppy fast transfer pope port mode,['controller'],"['hardware', 'speedy floppy', 'computer science']",0.6119194030761719,H
206,israel pres israeli encryption arab country clipper security chip attack policy administration public secret secure,['security'],['security arab'],0.752983808517456,H
207,religion belief atheist faith atheism existence christianity religious ence cannot argument universe statement nature follow,['belief'],"['religion', 'religion', 'ideaology']",0.7149024407068888,H
208,turkish turk greek turkey armenia genoc soviet russian history today azeri muslim massacre henrik escape,['genocide'],['muslim'],0.3649471700191498,M
209,woman face wife home city kill left child dead mother building helmet live apartment father,['home'],"['kill', 'domestic death', 'murder', 'crime']",0.36855849996209145,M
211,risc week driver instruction spacecraft picture large adaptec mode next orbit cause memory blah rose,['spacecraft'],"['instruction', 'nasa']",0.6492353975772858,H
213,launch nasa mission satellite three maybe adam surface friend baseball probe week research moon propulsion,['space'],['space exploration'],0.8688481450080872,VH
214,window display server image application screen color user code memory graphics driver mouse running motif,['graphics'],"['computer', 'computer']",0.7322855591773987,H
215,discussion newsgroup vote topic misc electric uiuc philip irvine utexas creation newsgroups stove angry brent,['communication'],['news'],0.7379210591316223,H
220,internet ground circuit water connect service tower contact email heat outlet plant site network nist,['connectivity'],['technology'],0.8383333683013916,VH
222,mouse helmet police jason ticket face shooting music auto weapon revolver rates knife semi criminal,['crime'],"['helmet', 'police']",0.5678689479827881,M
223,copy thor steve electronics libertarian bell steveh hendricks measure current fail regulation protection persian limited,['regulation'],"['electronic', 'electronics', 'electric']",0.6783064206441244,H
224,disk card scsi driver speed fast apple monitor memory machine controller port chip mode board,['storage'],"['computer', 'computer term', 'computer', 'computer', 'machine', 'computer accessary', 'computer program', 'machine', 'apple phone', 'controller', 'electronics']",0.6082599542357705,H
225,israel israeli arab palestinian kill attack peace land civilian human murder lebanese occupy trial policy,['conflict'],"['palestine', 'war', 'murder']",0.6301172176996866,H
226,engine lock detector radar station model foot break rocket rock pound head exhaust injury pressure,['safety'],"['vehicle', 'machine', 'car']",0.5542945067087809,M
227,sale monitor offer copy beck andre sell price dresden looking sequence machine distribution upgrade running,['marketing'],"['technical term', 'machine', 'sell', 'sale', 'mobile phone']",0.6250207960605622,H
229,paul pres homic sabbath laws crime study worship risk rate handgun death firearm rates kill,['homicide'],['crime'],0.732852041721344,H
230,news usenet email anonymous message service network discussion internet newsgroup user electronic member technical colorado,['networking'],"['news', 'social medium']",0.6575997769832611,H
231,bible christ matthew lord father faith word holy spirit scripture heaven teach doctrine passage church,['religion'],"['religion', 'christianity', 'bible']",0.80578084786733,VH
232,scsi controller interface disk transfer bios fast card feature speed devices jumper chip floppy standard,['interface'],"['computer part', 'computer', 'computer']",0.7002339164415995,H
233,internet water ground circuit connect service tower heat contact email plant network marc bitnet cooling,['connectivity'],['network'],0.8548169136047363,VH
234,player hockey season league goal playoff leaf penalty flyer next shot puck draft pick city,['hockey'],"['sport', 'hockey', 'hockey', 'football']",0.7010000348091125,H
235,offer copy monitor sale excellent email manual asking condition title cover tape distribution brand trade,['marketing'],"['monitor', 'office']",0.5855012536048889,M
240,card driver sound light running gateway machine crash copy mark anybody diamond latest hardware memory,['technology'],['driver'],0.636681079864502,H
241,engine radar rocket model detector rock foot phone exhaust motor small injury pound band yeast,['vehicle'],['engine'],0.7400592565536499,H
243,picture keywords command risc fool instruction rose loss gain liar timer instructions cycle week blah,['instructions'],['picture'],0.7619853615760803,H
244,drug country nazi german anti society party germany insurance political freedom care free hitler social,['totalitarianism'],"['nazi', 'germany', 'german history']",0.5995392600695292,M
247,paul homic crime laws worship rate sabbath study risk handgun rates death vancouver seattle black,['crime'],['crime'],1.0,VH
248,stup newsreader phone wait listen walker intercon amanda cheap distribution talk traffic next corporation easy,['information'],"['newsreader', 'newsreader']",0.548933744430542,M
253,ground circuit internet water outlet nist contact connect wire tower distribution site cooling plant email,['infrastructure'],"['need', 'fyber network']",0.7107051908969879,H
255,printer radio design print signal quality engineering laser engineer digital byte build technology electronics component,['engineering'],"['radio technology', 'printer', 'technology', 'informatic', 'technologie']",0.7131301045417786,H
256,israel israeli kill innocent civilian murder soldier arab country lebanon nothing hold peace bill security,['conflict'],"['israel', 'murder', 'war', 'israeli terrorism']",0.6145881712436676,H
257,bike mile front tire road speed turn wheel rear brake motorcycle driving vehicle left fast,['vehicle'],"['transport', 'drive', 'vechile', 'motorcycle', 'cycling', 'travel term', 'bike']",0.6826867120606559,H
261,period pittsburgh boston player baseball chicago detroit dave louis third toronto score brave pitch murray,['sports'],"['sport', 'sport', 'player']",0.885784904162089,VH
262,rule entry test output define section size check count return build author remark larry open,['test'],['output'],0.7610912322998047,H
263,religion atheist belief religious atheism faith christianity existence strong universe follow theist become accept statement,['belief'],"['unity harmony', 'religion', 'religion']",0.6988340417544047,H
264,center research nasa medical april health report cancer national virginia page volume internet newsletter office,['health'],"['cancer', 'research', 'nasa']",0.47347817818323773,M
266,image graphics package user unix directory anonymous format library site keyboard comp server contact database,['graphics'],"['technology', 'graphic design', 'site']",0.7525271574656168,H
269,window display screen server color application manager client resource event create default xterm error visual,['display'],"['computer application', 'window', 'display']",0.7917219003041586,H
271,turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre islam mountain,['turkey'],"['history', 'citizenship', 'nation', 'turk', 'nationality']",0.5082140803337097,M
272,request militia amendment arms bear address constitution send shall regulate organize free sentence receive form,['gun control'],"['military', 'politics']",0.5150545835494995,M
274,player hockey season league goal leaf playoff division next pick flyer penalty score draft roger,['playoffs'],"['sport', 'hockey', 'sport']",0.46250871817270917,M
276,greek turkish cross henrik armenia turkey azeri unit turk link cyprus allocation conflict karabakh plane,['conflict'],"['turkey', 'conflict', 'nationality', 'international problem', 'citizen', 'nagorno karabakh conflict', 'turkish', 'country', 'nationalism', 'colonization', 'flight', 'political conflict', 'travel', 'turkishgreek and azeri armenia conflict', 'arm conflict', 'nationality', 'war', 'country']",0.6185562908649445,H
277,doctor disease patient treatment treat blood cause cand medicine yeast pain symptom test infection physician,['healthcare'],"['health and wellness', 'medicine', 'medical']",0.8262468179066976,VH
278,religion belief atheist faith atheism existence christianity religious ence cannot argument universe statement strong nature,['belief'],"['religion', 'relegion', 'religion']",0.6890090703964233,H
280,health cancer medical national increase research center fnal higgins newsletter word volume page among report,['healthcare'],"['health research', 'disease', 'cáncer research', 'news', 'report', 'health', 'medical center', 'cancer research', 'health and reasearch', 'hospital', 'hospital', 'medical', 'health', 'cancer center', 'medical center', 'medical research', 'medical report', 'cancer', 'medical']",0.7341671115473697,H
283,disk card scsi speed driver fast controller port chip machine board sound memory apple modem,['computer hardware'],"['apple', 'technology', 'computer chip', 'technology', 'memory']",0.6750034332275391,H
284,wire ground circuit connect outlet wiring current voltage electrical cable neutral panel usually risc plastic,['electrical wiring'],"['electronics', 'electric board', 'electricity', 'electric']",0.7948665022850037,H
285,player season hockey league goal baseball division period pick mike next pittsburgh leaf shot boston,['sports'],"['sport', 'sport league', 'hockey', 'sport']",0.778799906373024,H
287,nasa earth mission orbit moon shuttle satellite lunar flight launch mars probe solar astronomy alaska,[' space exploration'],"['astronomy', 'nasa', 'solar', 'space exploration', 'space mission', 'space']",0.8146690328915914,VH
288,message apple colorado simms receive sent record simm account arthur toshiba thought uchicago teel configuration,['simms'],['company and technology'],0.4386887550354004,M
289,treat company larc patient nasa lyme negative quack culture doctor khan saying carl nova tammy,['health'],['health'],1.0000001192092896,VH
290,argument moral ence keith human imply saying statement caltech conclusion definition morality therefore rule wrong,['ethics'],"['morality', 'study']",0.7031420171260834,H
291,cwru peter freenet math comp cleveland tony vote programmer contact machine type comment misc previous,['technology'],['program'],0.693077802658081,H
293,image window user code public event motif graphics send package application format phone distribution server,['application'],"['network', 'computer']",0.6786665320396423,H
294,homosexual cramer phil gatech sexual male clayton prism hell houston rose navy behanna atlanta optilink,['sexuality'],['homosexuality'],0.7630502581596375,H
295,child koresh rutgers rock kaldis michael doctor georgia injury trial radio germany witness society easter,['news'],['trial'],0.5920485258102417,M
296,science dseg pyron scientific skndiv result hypothesis current food mark else experiment rational process surprise,['discovery'],"['scientific study', 'science', 'science']",0.6979627807935079,H
297,weapon kill fire child crime firearm woman carry death police bill criminal cause city doctor,['violence'],['crime'],0.7808673977851868,H
299,woman child fire left kill building home dead away father azerbaijani tank apartment azeri live,['disaster'],"['fire tragedy', 'fire', 'woman']",0.6646163860956827,H
301,atheism atheist religion religious boot prof command symposium cycle switch bison everything check utrecht position,['religion'],"['religion', 'religion']",1.0000001192092896,VH
302,nasa launch mission surface shuttle satellite probe maybe orbiter radar field three propulsion ozone atmosphere,['space exploration'],"['space program', 'space', 'launch', 'nasa']",0.810417965054512,VH
303,fire building child bullet wife burn tear kill washington branch alive wall ians street shot,['violence'],"['fire', 'violence', 'fire accident']",0.7377612193425497,H
304,argument conclusion statement therefore sense accept cause form cannot fallacy christianity experience bible false argue,['debate'],['religion'],0.568452000617981,M
307,religion atheist belief religious atheism faith christianity existence strong universe theist follow become statement accept,['belief'],"['religion', 'religion', 'belief system', 'faith']",0.7611907720565796,H
309,islam muslim algorithm cipher reference islamic attack message random text public method function crypt ripem,['cryptography'],['religion'],0.4670782685279846,M
310,disk scsi speed controller fast port card mode floppy chip switch board standard modem interface,['storage'],"['computer piece', 'disk', 'computer appliance', 'electrical component', 'comuper']",0.6040197730064392,H
312,price phone bike sell email company offer cost sale send technology internet distribution money looking,['commerce'],"['sale', 'technology', 'mobile sell company', 'technology']",0.6678542494773865,H
313,church catholic pope authority tradition doctrine priest orthodox teaching bishop nature divine matter revelation schism,['religion'],"['religion', 'god', 'religion']",0.8539202809333801,VH
314,news anonymous service usenet internet network email electronic privacy conference public user message congress site,['privacy'],"['website', 'internet']",0.4086557924747467,M
316,tank buffalo ncsu brad limbaugh fire liberal fight hawk dean attack defend shit curtis adobe,['politics'],['war'],0.5953183174133301,M
317,church bible christ catholic faith matthew lord scripture father word spirit paul holy passage interpretation,['scripture'],"['christianity', 'catholic', 'religion', 'jesus']",0.7046775668859482,H
319,woman building helmet apartment left fire city child azerbaijani water home face charge live later,['home'],['news story'],0.3798905313014984,M
320,wire ground circuit outlet connect wiring voltage electrical cable neutral current panel risc metal instruction,['electrical'],"['electric equipment', 'cable', 'electrical engineering']",0.8245600859324137,VH
322,care marriage insurance couple mark poor child money coverage abortion live rent public free married,['marriage'],"['marriage', 'society']",0.8172582983970642,VH
323,church catholic authority pope bible public country belief live strong child religion love regard always,[' faith'],"['christianity', 'church authority', 'bible', 'church']",0.6514537036418915,H
325,henry access appear toronto digex captain star mass spencer hole harris weaver theory orbit universe,['cosmos'],['theory'],0.6228746771812439,H
326,news anonymous email service message internet usenet colorado conference network member vote user electronic address,['communication'],"['information', 'internet']",0.7313546240329742,H
329,country land germany german happy money waste nazi europe european race spend canadian proposal care,['nation'],['germany'],0.5750271081924438,M
330,scsi controller interface disk card fast bios transfer speed feature jumper devices floppy chip board,['storage'],"['controller', 'chip']",0.6776866912841797,H
332,apartment home left woman door father azerbaijani room building neighbor sumgait city mother later beat,['home'],['country'],0.6644576787948608,H
333,player season hockey league goal baseball score playoff period leaf division pittsburgh boston shot toronto,['sports'],"['sport', 'hockey', 'football', 'sport', 'hockey']",0.6665110349655151,H
334,moral keith caltech school animal morality livesey goal behavior definition natural community humans solntze learning,[' ethics'],['moral'],0.8583035469055176,VH
335,argument sense cannot statement conclusion therefore form assume logic position ence understanding imply fallacy argue,['logic'],"['arguementation', 'logical sense', 'argument']",0.7102421522140503,H
336,atheist atheism religion religious belief faith command theist strong saturn position universe following cause response,['belief'],['faith'],0.813473105430603,VH
337,land country care health drug disease money happy company patient physician insurance child gary jewish,['healthcare'],"['disease', 'disease']",0.6073054075241089,H
